timestep,K2064010,V4145210,V5004030,V5015210
7799,0.010188788,-0.5175964,-0.5837619,3.7210636
7800,0.03702611,-0.45334947,-0.56791216,3.735814
7801,0.03765924,-0.4528881,-0.5666469,3.7399213
7802,0.099070646,-0.6536542,-0.8692045,3.5851924
7803,0.038079273,-0.45221964,-0.5660043,3.7388518
7804,0.038820747,-0.45181334,-0.5636753,3.7435815
7805,0.03926858,-0.45069242,-0.5639834,3.7476635
7806,0.019207159,-0.46424338,-0.52519804,3.7032635
7807,0.019718826,-0.46741152,-0.5305608,3.703396
7808,0.017161867,-0.45992258,-0.60552096,3.7150564
7809,0.018601695,-0.4791189,-0.5410211,3.7133515
7810,0.021777272,-0.48467147,-0.5449587,3.7198064
7811,0.023020655,-0.4863824,-0.5476963,3.7248936
7812,0.022976756,-0.486604,-0.54724216,3.728487
7813,0.018602708,-0.48506698,-0.54470056,3.7299128
7814,0.01634124,-0.4803058,-0.5407334,3.730912
7815,0.015478551,-0.47310832,-0.53447074,3.7301886
7816,0.014082353,-0.46834397,-0.529205,3.7328894
7817,0.013532907,-0.4642644,-0.52274615,3.7389832
7818,0.031112919,-0.44997644,-0.5615649,3.7895749
7819,0.03057631,-0.44942176,-0.5610036,3.7922993
7820,0.031590506,-0.44893694,-0.5601999,3.795202
7821,0.03141212,-0.44846448,-0.5587701,3.7972867
7822,0.031685155,-0.44829583,-0.5582732,3.800141
7823,0.03287937,-0.44697878,-0.5572298,3.802802
7824,0.032501493,-0.44659936,-0.556538,3.8051865
7825,0.03208424,-0.4458846,-0.5556043,3.8086746
7826,0.031772345,-0.44559073,-0.55466145,3.8112488
7827,0.03342055,-0.44513914,-0.5537909,3.8134327
7828,0.033704396,-0.4448141,-0.55322117,3.8165734
7829,0.033971373,-0.4438076,-0.55210733,3.8189213
7830,0.014090369,-0.4574747,-0.5113958,3.7773917
7831,0.016311089,-0.45895633,-0.5083406,3.7774544
7832,0.013535887,-0.46053815,-0.50973225,3.7801514
7833,0.013292015,-0.46365353,-0.5131659,3.7819195
7834,0.013388902,-0.46798018,-0.5151006,3.7875164
7835,0.013497025,-0.47008097,-0.51573837,3.7905884
7836,0.013108373,-0.47010386,-0.51681495,3.7939882
7837,0.013003339,-0.46827665,-0.5142757,3.7956686
7838,0.01131172,-0.46369395,-0.5110874,3.797454
7839,0.010999312,-0.45942247,-0.5073021,3.8016627
7840,0.011122465,-0.45779768,-0.5041878,3.805598
7841,0.010336061,-0.45532772,-0.504725,3.8103247
7842,0.029330647,-0.44252074,-0.5452435,3.8560255
7843,0.029138604,-0.4419305,-0.5449162,3.8583784
7844,0.028640354,-0.44199708,-0.54348654,3.8613217
7845,0.029846221,-0.44148636,-0.5426659,3.8644135
7846,0.029807016,-0.4410319,-0.5413243,3.8675134
7847,0.029473484,-0.44085932,-0.5403512,3.869229
7848,0.029405653,-0.43970847,-0.5392187,3.8722527
7849,0.02979601,-0.43938625,-0.5386874,3.8747437
7850,0.030433232,-0.43923393,-0.5372991,3.876385
7851,0.031137615,-0.43930355,-0.53692156,3.8790467
7852,0.03164628,-0.43838784,-0.5352729,3.8820612
7853,0.030854652,-0.43822765,-0.53463894,3.8850257
7854,0.013261666,-0.4481616,-0.49253514,3.844101
7855,0.013571501,-0.45035896,-0.48764482,3.8433454
7856,0.013585061,-0.45162085,-0.48802507,3.8458946
7857,0.015129785,-0.4554633,-0.492717,3.8478215
7858,0.014586489,-0.45892453,-0.49522486,3.8506413
7859,0.013788313,-0.4620001,-0.49691877,3.8556557
7860,0.013899078,-0.4614083,-0.49612775,3.8586266
7861,0.013610254,-0.45949292,-0.49291024,3.85839
7862,0.011055678,-0.4556879,-0.48927727,3.8630874
7863,0.010250658,-0.45176157,-0.48306683,3.865656
7864,0.008659124,-0.44994697,-0.48179457,3.8687992
7865,0.009251068,-0.44613406,-0.4852276,3.8755264
7866,0.026118765,-0.43739793,-0.52537906,3.9201305
7867,0.027757138,-0.4373549,-0.5246292,3.9219627
7868,0.02621995,-0.4367796,-0.5239672,3.9251842
7869,0.027022198,-0.4361447,-0.5229305,3.9282563
7870,0.026974091,-0.43618688,-0.5223827,3.9296272
7871,0.027654776,-0.4357854,-0.5210324,3.9327402
7872,0.027924359,-0.43571827,-0.5195555,3.9342372
7873,0.028190905,-0.43504336,-0.5191605,3.9365141
7874,0.028060734,-0.43483958,-0.51825243,3.9389763
7875,0.029345999,-0.4342492,-0.5172641,3.9420497
7876,0.027958417,-0.43408048,-0.5164321,3.944172
7877,0.02830627,-0.43360043,-0.51533777,3.945893
7878,0.010559757,-0.44020793,-0.4715143,3.9077625
7879,0.012649864,-0.44386268,-0.46684673,3.9075859
7880,0.013403267,-0.44703063,-0.46667215,3.9093888
7881,0.014319588,-0.4534872,-0.47100005,3.91045
7882,0.014708052,-0.45694056,-0.47363332,3.9150584
7883,0.0142508345,-0.45986524,-0.4762175,3.9200277
7884,0.014009237,-0.4600385,-0.47561908,3.9232187
7885,0.012833983,-0.45756212,-0.4719758,3.9232838
7886,0.011621256,-0.4538037,-0.4677668,3.9239461
7887,0.009368907,-0.447924,-0.4624749,3.9292967
7888,0.09932959,-0.47103453,-0.47011998,3.8186607
7889,0.07215402,-0.4778975,-0.47642943,3.8078134
7890,0.023107598,-0.43349493,-0.5081116,3.9801633
7891,0.120882936,-0.48938927,-0.5378112,3.8157284
7892,0.1068781,-0.49029192,-0.55160636,3.795517
7893,0.12188669,-0.4981123,-0.561345,3.7643101
7894,0.029923037,-0.50278634,-0.4893534,3.781556
7895,-0.16105087,-0.85078406,-1.8437877,4.1654363
7896,-0.17715137,-0.91091317,-1.0222511,3.492232
7897,0.037587535,-0.47695813,-0.6215388,3.643568
7898,-0.076056905,-0.6928833,-0.84566003,3.9726236
7899,-0.085605614,-0.70930177,-0.8145341,3.997399
7900,0.03480645,-0.4383975,-0.530495,3.9325364
7901,0.034927502,-0.43556842,-0.52278686,3.9583054
7902,0.016021857,-0.43884662,-0.4729627,3.929807
7903,0.016480735,-0.44214654,-0.4682835,3.9338734
7904,0.018613884,-0.4462224,-0.46766257,3.9372501
7905,0.021443376,-0.4520667,-0.47135547,3.9396331
7906,0.022657434,-0.4557384,-0.47375354,3.942887
7907,0.021749845,-0.45789626,-0.47605667,3.9489527
7908,0.021058619,-0.45796645,-0.4749365,3.9511502
7909,-0.03601392,-0.7297403,-0.37877968,4.012118
7910,0.016498873,-0.4640799,-0.4848745,3.9401658
7911,0.014476468,-0.45100558,-0.47129664,3.9524841
7912,0.012552261,-0.44328776,-0.465703,3.9573433
7913,0.010697365,-0.43742666,-0.46535063,3.9633017
7914,0.030019343,-0.43449256,-0.51000756,4.0065346
7915,0.03079676,-0.43392015,-0.50917226,4.008345
7916,0.030804893,-0.4335381,-0.5083649,4.010564
7917,0.030659348,-0.4330803,-0.50733954,4.012374
7918,0.030649925,-0.4325502,-0.50699764,4.014624
7919,0.02961348,-0.4325674,-0.5061533,4.0171247
7920,0.031502023,-0.43234238,-0.505396,4.0193043
7921,0.031414207,-0.4317284,-0.50448316,4.020355
7922,0.031617284,-0.43171057,-0.5038492,4.0235524
7923,0.031765345,-0.43118963,-0.5027552,4.0247874
7924,0.03278345,-0.43093023,-0.5021332,4.027307
7925,0.031046817,-0.43083152,-0.50146145,4.0301766
7926,0.011651456,-0.4319732,-0.4523783,3.9906814
7927,0.016992787,-0.43773457,-0.45053303,3.9903193
7928,0.020482173,-0.4454997,-0.4524354,3.9910457
7929,0.023678342,-0.4514459,-0.45701647,3.9957457
7930,0.025769979,-0.45633125,-0.4609785,4.0005546
7931,0.026545445,-0.45891616,-0.4630365,4.004015
7932,0.024530658,-0.4593053,-0.4631404,4.0079784
7933,0.022829005,-0.45633307,-0.45954,4.0083833
7934,0.020134985,-0.45204878,-0.454996,4.009271
7935,0.016661117,-0.4445097,-0.44980183,4.010126
7936,0.012173672,-0.4373556,-0.4456776,4.0134187
7937,0.006405095,-0.43087456,-0.4459686,4.0175147
7938,0.027056998,-0.43104243,-0.49569583,4.060907
7939,0.026494091,-0.43057433,-0.49394235,4.0625157
7940,0.027253067,-0.43043545,-0.49410853,4.0649753
7941,0.027127415,-0.4301239,-0.49323592,4.0672054
7942,0.027517384,-0.42912295,-0.49265635,4.0689883
7943,0.02796624,-0.42932963,-0.49149016,4.0707035
7944,0.02746137,-0.42870525,-0.49074623,4.0730224
7945,0.028305704,-0.42857635,-0.49032047,4.0747056
7946,0.027498106,-0.42832017,-0.48956475,4.076998
7947,0.027987951,-0.42847148,-0.48860037,4.0785255
7948,0.028914407,-0.4275415,-0.48726854,4.080263
7949,0.028250566,-0.42751038,-0.48727044,4.082583
7950,0.008102645,-0.42673993,-0.43382224,4.043076
7951,0.017782629,-0.43654963,-0.43390486,4.045551
7952,0.020703236,-0.4453071,-0.43889245,4.047893
7953,0.023631632,-0.4538705,-0.4463412,4.054638
7954,0.025458047,-0.45920873,-0.4566121,4.061052
7955,0.02630364,-0.46256408,-0.46196452,4.0658493
7956,0.024878383,-0.4628235,-0.46181178,4.068108
7957,0.02301667,-0.46028158,-0.45613417,4.0703125
7958,0.020420521,-0.4539067,-0.44566223,4.0681157
7959,0.015975336,-0.44526753,-0.4363918,4.0653205
7960,0.010781378,-0.43723664,-0.42961106,4.0686355
7961,0.0002429386,-0.42660764,-0.42861584,4.070823
7962,0.021941826,-0.4281789,-0.48132238,4.113952
7963,0.021833861,-0.42789876,-0.4801017,4.1154637
7964,0.021826496,-0.42713416,-0.47940388,4.117765
7965,0.022687852,-0.42732844,-0.47848323,4.118922
7966,0.022151217,-0.42659536,-0.47801423,4.1207976
7967,0.0228766,-0.4261962,-0.4774047,4.122992
7968,0.02230812,-0.42604375,-0.47590026,4.1242466
7969,0.023148125,-0.42546165,-0.47612444,4.1270337
7970,0.023158437,-0.42466643,-0.4755989,4.1286197
7971,0.024065008,-0.424934,-0.4742616,4.1302953
7972,0.0236359,-0.42480204,-0.47414735,4.132896
7973,0.023947304,-0.42396593,-0.47408724,4.134943
7974,0.0034800272,-0.42177382,-0.4187727,4.0943017
7975,0.015764624,-0.4348526,-0.42039773,4.096663
7976,0.020839125,-0.44396576,-0.42775396,4.1020226
7977,0.0259026,-0.4542242,-0.442564,4.109596
7978,0.026989669,-0.46111014,-0.45334068,4.1156716
7979,0.027494907,-0.46368185,-0.45975867,4.118485
7980,0.025664916,-0.46435952,-0.45946065,4.120685
7981,0.02491656,-0.4612198,-0.45258114,4.122758
7982,0.021417925,-0.45474038,-0.4420463,4.1220794
7983,0.016128471,-0.44426355,-0.42596963,4.120327
7984,0.010038008,-0.43546054,-0.4159083,4.12079
7985,-0.0033912163,-0.42159262,-0.41324642,4.1203747
7986,0.016452363,-0.42445132,-0.46776858,4.1644993
7987,0.016205618,-0.4246361,-0.46674195,4.1666427
7988,0.016514927,-0.42400423,-0.46576777,4.168695
7989,0.017740041,-0.42372265,-0.46524033,4.170506
7990,0.017328253,-0.42335847,-0.4652417,4.171889
7991,0.01737687,-0.4230152,-0.46420416,4.17402
7992,0.018594995,-0.4227736,-0.463914,4.1759048
7993,0.018336052,-0.42283168,-0.4622823,4.177345
7994,0.018831512,-0.4223363,-0.46167156,4.1791425
7995,0.017709007,-0.4215783,-0.46154925,4.1816177
7996,0.018860823,-0.42139444,-0.4611111,4.183694
7997,0.01917012,-0.4218365,-0.45956877,4.1846786
7998,-0.0012813807,-0.41653013,-0.40505156,4.1450315
7999,0.010335743,-0.42963037,-0.4040545,4.14825
8000,0.015638739,-0.4384427,-0.41387436,4.153165
8001,0.020293674,-0.44814578,-0.4292617,4.1598587
8002,0.022575488,-0.45473722,-0.4393432,4.166252
8003,0.022978028,-0.45788476,-0.44436476,4.1696796
8004,0.021683583,-0.4583074,-0.44434753,4.1727786
8005,-0.051462483,-0.4774941,-0.48521826,4.290156
8006,-0.11918807,-0.5256614,-0.6947674,4.220732
8007,-0.016577402,-0.50796133,-0.4654571,4.141565
8008,0.0060057044,-0.42983934,-0.40757322,4.166502
8009,0.08792164,-0.43165278,-0.35559273,4.2202277
8010,0.013863166,-0.421178,-0.45563933,4.212295
8011,0.014828314,-0.4212648,-0.45431376,4.21384
8012,0.0150330365,-0.42089954,-0.45353308,4.215773
8013,0.08077506,-0.46191406,-0.46116993,4.0929275
8014,-0.03324293,-0.7744112,-0.9122384,4.0299416
8015,0.015785256,-0.42023683,-0.453427,4.218029
8016,0.015581776,-0.42024675,-0.4516956,4.221203
8017,-0.012477855,-0.46456584,-0.4393882,4.231676
8018,0.016066492,-0.41883484,-0.4500332,4.226809
8019,0.016260197,-0.41872,-0.44872025,4.2274127
8020,0.016684532,-0.41795436,-0.4480811,4.2298036
8021,0.017005712,-0.41754404,-0.44743705,4.231909
8022,-0.002580901,-0.4108274,-0.3921782,4.189281
8023,0.00998051,-0.42298687,-0.39130366,4.192696
8024,0.017892927,-0.4317454,-0.4025716,4.194612
8025,0.023697546,-0.44066703,-0.41910088,4.2020335
8026,0.02713865,-0.44732133,-0.42850366,4.205465
8027,0.028665483,-0.44984463,-0.4344953,4.208248
8028,0.027276466,-0.45078108,-0.43402156,4.211248
8029,-0.05162112,-0.47543514,-0.49145952,4.193041
8030,-0.014130483,-0.49068764,-0.43930683,4.188975
8031,0.01327157,-0.43141893,-0.40071845,4.2112374
8032,-0.025921652,-0.50216955,-0.44347277,4.2045245
8033,-0.007694304,-0.40964103,-0.3880398,4.2121887
8034,0.01039964,-0.41724572,-0.44106206,4.2572885
8035,0.011163036,-0.41702065,-0.44123137,4.2614365
8036,0.0108266175,-0.41644335,-0.4407158,4.261188
8037,0.011665891,-0.4162235,-0.4399614,4.2624583
8038,0.0127649205,-0.41655603,-0.43908206,4.264279
8039,0.012549539,-0.41588625,-0.43868127,4.2660084
8040,0.012432466,-0.41568545,-0.43775737,4.268291
8041,0.0133671565,-0.41549924,-0.43688726,4.26913
8042,0.012346238,-0.41499707,-0.43746462,4.2718697
8043,0.012481858,-0.41462466,-0.43618068,4.2732434
8044,0.013715844,-0.41424754,-0.4350756,4.273788
8045,0.0140294535,-0.4143528,-0.43512154,4.2760406
8046,-0.0076719425,-0.40630734,-0.37976483,4.237572
8047,0.0026037097,-0.41708258,-0.3769075,4.2392297
8048,0.010682325,-0.42458782,-0.38516244,4.244166
8049,0.016318211,-0.43312725,-0.39946905,4.248642
8050,0.017952194,-0.43965283,-0.41085777,4.2530417
8051,0.020355761,-0.44374296,-0.41553047,4.2556973
8052,0.019606939,-0.4440879,-0.41652086,4.2583404
8053,0.01648117,-0.44047928,-0.40985313,4.2596536
8054,-0.07778535,-0.4977877,-0.40937248,4.269114
8055,0.0059283674,-0.4244138,-0.38246024,4.26019
8056,0.08815247,-0.46008465,-0.3989989,4.144626
8057,-0.014224867,-0.4060997,-0.37532628,4.261204
8058,-0.028690765,-0.39803234,-0.4137546,4.273224
8059,-0.018595865,-0.4526714,-0.41366276,4.3172836
8060,0.008171628,-0.41202393,-0.42701697,4.305303
8061,0.009671588,-0.4121953,-0.42678675,4.307038
8062,0.008783768,-0.4120598,-0.42634916,4.308981
8063,0.008442968,-0.41127422,-0.4250675,4.310341
8064,0.00945882,-0.4108648,-0.426036,4.312491
8065,0.008945793,-0.41050312,-0.42436314,4.3137593
8066,0.009535422,-0.41054776,-0.42340836,4.3150287
8067,0.010277967,-0.40973365,-0.42298353,4.31682
8068,0.010247241,-0.40935028,-0.42316613,4.3188615
8069,0.0098026795,-0.4094062,-0.42191824,4.320029
8070,-0.014161666,-0.402288,-0.37079188,4.2823353
8071,-0.0054926774,-0.40809128,-0.36490873,4.282185
8072,0.0005759299,-0.41483638,-0.36883935,4.287419
8073,0.029551357,-0.45282224,-0.46501806,4.264852
8074,0.00947548,-0.4289157,-0.3894854,4.295715
8075,0.011080493,-0.43125257,-0.39512733,4.2992725
8076,0.0097589,-0.43167618,-0.39467677,4.3017526
8077,0.009063353,-0.42846993,-0.388332,4.302772
8078,0.0030029118,-0.42265388,-0.37854514,4.3030677
8079,-0.0025396843,-0.41482008,-0.36720893,4.302402
8080,-0.009859562,-0.4065576,-0.3613685,4.3021774
8081,-0.01887858,-0.40182105,-0.3648006,4.304131
8082,0.005752196,-0.40752673,-0.41533336,4.344705
8083,0.005377203,-0.4071813,-0.4158019,4.346498
8084,0.0061761043,-0.40700385,-0.41433358,4.347564
8085,0.007555803,-0.40618968,-0.41382757,4.3483067
8086,0.0053898194,-0.40573213,-0.41317752,4.3512154
8087,0.0065739653,-0.40563262,-0.41216764,4.3514132
8088,0.0071934364,-0.40599045,-0.41287994,4.3541226
8089,0.00647377,-0.40524733,-0.41167507,4.3548265
8090,0.006874641,-0.40494493,-0.41101727,4.3568864
8091,0.007453332,-0.40452406,-0.41058418,4.3584766
8092,0.0074899695,-0.40455857,-0.41000333,4.3594203
8093,0.007695079,-0.40419993,-0.4096594,4.3610625
8094,-0.014262627,-0.39748144,-0.35608217,4.3233604
8095,-0.0021357436,-0.4094455,-0.35820332,4.3234496
8096,0.0055989325,-0.41795877,-0.36917388,4.3262863
8097,0.0114401085,-0.42724648,-0.38293877,4.330532
8098,0.015625685,-0.43306658,-0.39434364,4.3347187
8099,0.017192453,-0.4363506,-0.40022746,4.33749
8100,0.016089976,-0.43627825,-0.3999447,4.3390107
8101,0.014207135,-0.4333401,-0.3930709,4.339718
8102,0.009844015,-0.42687246,-0.3823603,4.34154
8103,0.0027504663,-0.41810593,-0.36676243,4.3410087
8104,-0.0053084195,-0.4080794,-0.35647428,4.3400807
8105,-0.018558523,-0.397046,-0.35082445,4.34456
8106,0.002150615,-0.40243006,-0.4033463,4.385189
8107,0.0020941,-0.40233815,-0.40278026,4.387094
8108,0.0032549102,-0.4021046,-0.4019626,4.388513
8109,0.0035413306,-0.40205732,-0.40142122,4.3896236
8110,0.002636363,-0.4018601,-0.40164378,4.392507
8111,0.0034342706,-0.40107384,-0.40071008,4.392749
8112,0.004735241,-0.40050378,-0.4004091,4.3927007
8113,0.003548056,-0.4006245,-0.3993819,4.395118
8114,0.004104803,-0.40031445,-0.39929864,4.3972244
8115,0.003327598,-0.4000558,-0.3981439,4.398503
8116,0.0040560863,-0.39973405,-0.39766565,4.39908
8117,0.0045652986,-0.39969197,-0.3975543,4.4005437
8118,-0.01369514,-0.3970472,-0.34630382,4.359889
8119,0.0030025542,-0.40972295,-0.35709503,4.360222
8120,0.009365668,-0.41920933,-0.37062144,4.364723
8121,0.016983539,-0.42793152,-0.38801697,4.3695664
8122,0.02146403,-0.43381786,-0.39990148,4.373403
8123,0.023057511,-0.43735513,-0.40531254,4.377334
8124,0.022040615,-0.43770638,-0.40533945,4.3788714
8125,0.018972585,-0.43407488,-0.3984572,4.378885
8126,0.013940443,-0.42773366,-0.38690472,4.379629
8127,0.0064183474,-0.4189372,-0.36854002,4.3793817
8128,-0.0024095972,-0.40877858,-0.35529932,4.3784447
8129,-0.019216686,-0.39650035,-0.34180725,4.3789134
8130,0.00020434459,-0.39790797,-0.3919417,4.425157
8131,-0.0015586615,-0.3977212,-0.39068988,4.4267187
8132,-0.0008229017,-0.3974626,-0.39045408,4.4271383
8133,-0.0014169315,-0.39733472,-0.3899404,4.429596
8134,0.0010504226,-0.39704368,-0.38884687,4.4304943
8135,-0.00020296375,-0.3965557,-0.38893428,4.432119
8136,-0.0007706781,-0.39589247,-0.38813484,4.4326897
8137,-0.00010241071,-0.39567813,-0.38856938,4.4357076
8138,0.0008203387,-0.39556238,-0.38763046,4.4364357
8139,-0.021236578,-0.6046122,-0.5511798,4.1872067
8140,-0.20694327,-0.6239516,-0.6472226,4.5108166
8141,0.0015380284,-0.39510813,-0.38631618,4.4394264
8142,-0.017866442,-0.39075994,-0.33687878,4.3961616
8143,-0.00399068,-0.40158942,-0.3458835,4.393624
8144,0.005428145,-0.40888736,-0.35495052,4.3989434
8145,0.0125696855,-0.4163234,-0.36839294,4.402956
8146,0.048626345,-0.44604388,-0.45054486,4.3389373
8147,-0.12372566,-0.43040267,-0.4373817,4.4141846
8148,-0.021808743,-0.4560736,-0.40139213,4.3410487
8149,0.014749497,-0.42084047,-0.37774158,4.411572
8150,0.01090612,-0.41600275,-0.36658192,4.4122243
8151,0.0029063523,-0.40812075,-0.35280654,4.4124603
8152,-0.0075504878,-0.40095738,-0.3427588,4.409805
8153,-0.020729294,-0.39018226,-0.33316308,4.4138627
8154,-0.0016406676,-0.39355454,-0.37910843,4.461978
8155,-0.00204283,-0.3933905,-0.37963465,4.4621863
8156,-0.0025119286,-0.39255658,-0.3787665,4.4642987
8157,-0.0012393892,-0.3923849,-0.37803495,4.465631
8158,-0.0010333061,-0.3923389,-0.37764648,4.4663186
8159,-0.0005007684,-0.39160857,-0.37673497,4.4669843
8160,-0.00070946413,-0.39155933,-0.3766512,4.4686985
8161,-0.0015450021,-0.39084125,-0.37621263,4.4704514
8162,-0.0017737349,-0.3908576,-0.37564957,4.471983
8163,-0.00038935742,-0.39021412,-0.3748701,4.4730525
8164,0.00019765894,-0.39033088,-0.37429306,4.473984
8165,-0.00017840664,-0.39023054,-0.37374493,4.4752097
8166,-0.02276521,-0.38744375,-0.32894197,4.4326386
8167,-0.010440479,-0.39815733,-0.33707377,4.4285636
8168,-0.0028002362,-0.4031148,-0.3449124,4.4344563
8169,0.0060880682,-0.40938613,-0.35636148,4.442776
8170,0.008729488,-0.415167,-0.36509135,4.444433
8171,0.010331134,-0.41697347,-0.3706156,4.4489794
8172,0.010700394,-0.41692564,-0.37088773,4.4507985
8173,0.008045018,-0.41399834,-0.36438474,4.4517293
8174,0.0037899215,-0.40856433,-0.35353222,4.4514537
8175,-0.0040612817,-0.40236902,-0.34248427,4.44727
8176,-0.01348716,-0.397204,-0.33412862,4.4450555
8177,-0.026177188,-0.38674283,-0.3249261,4.450217
8178,-0.004438877,-0.38750908,-0.36781874,4.497188
8179,-0.003962368,-0.3871077,-0.36745688,4.4975834
8180,-0.0029551685,-0.3868023,-0.36777222,4.4993844
8181,-0.002921313,-0.3869327,-0.36722937,4.5009136
8182,-0.003773709,-0.38683614,-0.366214,4.5021706
8183,-0.003548364,-0.38638005,-0.36590162,4.5032926
8184,-0.0033174057,-0.38641644,-0.36493835,4.5035057
8185,-0.0030671756,-0.38583982,-0.3646191,4.5050683
8186,-0.0026486318,-0.38556138,-0.36401865,4.506617
8187,-0.0017974178,-0.38552487,-0.36436233,4.508343
8188,-0.001867483,-0.38445315,-0.3636237,4.5084367
8189,-0.0034498174,-0.38464132,-0.36280784,4.5101314
8190,-0.026575884,-0.38324228,-0.3202005,4.4674716
8191,-0.017701974,-0.39242315,-0.32534108,4.4613595
8192,-0.010480712,-0.39611772,-0.32986945,4.4644794
8193,-0.0032354693,-0.4000937,-0.33850113,4.4705105
8194,0.0016618868,-0.4035337,-0.3437902,4.476311
8195,0.0042888024,-0.40486678,-0.34719947,4.479418
8196,0.004279256,-0.40496597,-0.34658143,4.481055
8197,0.00075181323,-0.40338507,-0.3431504,4.4811497
8198,-0.004358689,-0.40025306,-0.33563328,4.479284
8199,-0.012551963,-0.39486775,-0.3277978,4.4763303
8200,-0.020417044,-0.39154074,-0.32245567,4.476082
8201,-0.029521367,-0.38132825,-0.31544647,4.483691
8202,-0.0056648552,-0.3816069,-0.35655513,4.529326
8203,-0.005418251,-0.38174894,-0.35680446,4.531215
8204,-0.0051799715,-0.38134918,-0.3557849,4.5323606
8205,-0.0051816204,-0.3815885,-0.35625467,4.5337524
8206,-0.005424758,-0.38071403,-0.35584554,4.5347533
8207,-0.0045353174,-0.38057664,-0.35522035,4.535907
8208,-0.005179485,-0.38036022,-0.35445794,4.536129
8209,-0.004918317,-0.3801743,-0.35377702,4.536752
8210,-0.0051211715,-0.379716,-0.35392892,4.5399537
8211,-0.0049702823,-0.3794786,-0.3540555,4.5411563
8212,-0.0041359067,-0.37967643,-0.3535949,4.5412636
8213,-0.0040563443,-0.3793396,-0.3525418,4.5429025
8214,-0.027717382,-0.379877,-0.31164834,4.4994183
8215,-0.022216985,-0.38877878,-0.3163438,4.4942126
8216,-0.05136462,-0.35724077,-0.30962214,4.4761925
8217,-0.008236349,-0.39609584,-0.32753217,4.5012918
8218,-0.17053275,-0.5649877,-0.35733286,4.443792
8219,-0.00063013035,-0.40088263,-0.33508757,4.504212
8220,-0.00025845566,-0.40071678,-0.3350053,4.506614
8221,-0.004241357,-0.39895308,-0.3321726,4.509422
8222,-0.0095662875,-0.39447117,-0.32596806,4.5077605
8223,-0.01564444,-0.39092502,-0.31934223,4.506593
8224,-0.07719659,-0.45748767,-0.35716537,4.521315
8225,-0.031113962,-0.3770939,-0.30790022,4.514311
8226,-0.006963352,-0.37626603,-0.34615806,4.5596204
8227,-0.0065937242,-0.37588122,-0.34649643,4.5618987
8228,-0.0060441196,-0.3756958,-0.3457059,4.562783
8229,-0.005971501,-0.37544647,-0.34547022,4.563484
8230,-0.004865358,-0.37548208,-0.34503198,4.5642185
8231,-0.005643437,-0.3749888,-0.34429452,4.5656953
8232,-0.007103771,-0.37531042,-0.34350154,4.5658383
8233,-0.006449411,-0.3747901,-0.3436596,4.5677657
8234,-0.005659739,-0.37429583,-0.3436141,4.5703583
8235,-0.005943706,-0.37440535,-0.34270945,4.5704136
8236,-0.004753709,-0.3737223,-0.3428793,4.570992
8237,-0.0045129457,-0.37381923,-0.34256196,4.5716834
8238,-0.029064318,-0.37702024,-0.3027178,4.5261903
8239,-0.017809441,-0.38697812,-0.313376,4.524492
8240,-0.010849565,-0.39127636,-0.31945524,4.5303264
8241,-0.0021269221,-0.39586994,-0.32727882,4.535508
8242,0.0026979547,-0.40006495,-0.33527264,4.5422554
8243,0.0039805076,-0.40129676,-0.33966553,4.5459085
8244,0.0046546757,-0.40217268,-0.33912385,4.546646
8245,0.00088110566,-0.3988481,-0.33426765,4.5484385
8246,-0.0053872466,-0.39570594,-0.32616594,4.5447083
8247,-0.0138089955,-0.3897773,-0.31679446,4.5409627
8248,-0.022290021,-0.38556576,-0.30917588,4.53805
8249,-0.031407308,-0.3741618,-0.29820666,4.5428424
8250,-0.009329905,-0.3705245,-0.3361155,4.591768
8251,-0.009487201,-0.37026787,-0.3354727,4.5919895
8252,-0.009754221,-0.37010595,-0.3348534,4.592983
8253,-0.009769231,-0.3697728,-0.33532867,4.594313
8254,-0.00839739,-0.36974415,-0.33481285,4.595656
8255,-0.008064836,-0.36980805,-0.33439454,4.595974
8256,-0.008423339,-0.36933967,-0.33323273,4.596995
8257,-0.008280705,-0.369488,-0.3337027,4.5980077
8258,-0.009257108,-0.36904606,-0.333768,4.5989966
8259,-0.007872969,-0.3692297,-0.33273435,4.599722
8260,-0.008484651,-0.36853576,-0.33300307,4.6013603
8261,-0.0074300966,-0.36836502,-0.33183178,4.6022906
8262,-0.031884026,-0.3740407,-0.29683217,4.5546246
8263,-0.01696989,-0.38482836,-0.30793118,4.554432
8264,-0.009141673,-0.3883911,-0.3153929,4.560261
8265,-0.0005035202,-0.39425516,-0.32622546,4.568361
8266,0.0027863283,-0.39709818,-0.33510944,4.573555
8267,0.0051619112,-0.398702,-0.34034073,4.5769973
8268,0.0059072673,-0.39880672,-0.33935523,4.578483
8269,0.0021979313,-0.3960185,-0.3339728,4.57938
8270,-0.0038573444,-0.39343342,-0.3250737,4.57695
8271,-0.012608956,-0.38671723,-0.3135782,4.5723095
8272,-0.022466898,-0.38246012,-0.3053513,4.5696588
8273,-0.034780752,-0.3714604,-0.2916514,4.5715737
8274,-0.01175947,-0.36555848,-0.32697886,4.619539
8275,-0.01167803,-0.36578038,-0.3270487,4.6203294
8276,-0.011563659,-0.36498937,-0.32683182,4.622103
8277,-0.011973481,-0.3653735,-0.32615402,4.6233153
8278,-0.01192223,-0.36494577,-0.32591233,4.623842
